file name,length of longest curation,full length of curations,number of lines,revision,number of revisions
nuget/nuget/-/GreenPipes.yaml,2,18,23,"1.0.10",6
nuget/nuget/-/FsPickler.yaml,2,18,23,"5.2.0",6
nuget/nuget/-/FsPickler.yaml,2,18,23,"4.6.0",6
nuget/nuget/-/FsPickler.yaml,2,18,23,"3.3.0",6
nuget/nuget/-/FsPickler.yaml,2,18,23,"3.2.0",6
nuget/nuget/-/FsPickler.yaml,2,18,23,"2.1.0",6
nuget/nuget/-/FsPickler.yaml,2,18,23,"1.2.5",6
nuget/nuget/-/FluentValidation.yaml,2,18,23,"8.1.3",6
nuget/nuget/-/FluentValidation.yaml,2,18,23,"8.1.1",6
nuget/nuget/-/FluentValidation.yaml,2,18,23,"7.6.104",6
nuget/nuget/-/FluentValidation.yaml,2,18,23,"7.6.103",6
nuget/nuget/-/FluentValidation.yaml,2,18,23,"7.3.3",6
nuget/nuget/-/FluentValidation.yaml,2,18,23,"7.1.1",6
nuget/nuget/-/DocumentFormat.OpenXml.yaml,2,18,23,"2.9.1",6
nuget/nuget/-/DocumentFormat.OpenXml.yaml,2,18,23,"2.9.0",6
nuget/nuget/-/DocumentFormat.OpenXml.yaml,2,18,23,"2.8.1",6
nuget/nuget/-/DocumentFormat.OpenXml.yaml,2,18,23,"2.8.0",6
nuget/nuget/-/DocumentFormat.OpenXml.yaml,2,18,23,"2.7.2",6
nuget/nuget/-/DocumentFormat.OpenXml.yaml,2,18,23,"2.5.0",6
nuget/nuget/-/CompareNETObjects.yaml,2,18,23,"4.67.0",6
nuget/nuget/-/CompareNETObjects.yaml,2,18,23,"4.66.0",6
nuget/nuget/-/CompareNETObjects.yaml,2,18,23,"4.65.0",6
nuget/nuget/-/CompareNETObjects.yaml,2,18,23,"4.64.0",6
nuget/nuget/-/CompareNETObjects.yaml,2,18,23,"4.52.0",6
nuget/nuget/-/CompareNETObjects.yaml,2,18,23,"3.5.0",6
nuget/nuget/-/ClosedXML.yaml,2,18,23,"0.94.2",6
nuget/nuget/-/ClosedXML.yaml,2,18,23,"0.91.0",6
nuget/nuget/-/ClosedXML.yaml,2,18,23,"0.88.0",6
nuget/nuget/-/ClosedXML.yaml,2,18,23,"0.87.1",6
nuget/nuget/-/ClosedXML.yaml,2,18,23,"0.80.1",6
nuget/nuget/-/ClosedXML.yaml,2,18,23,"0.76.0",6
nuget/nuget/-/cef.redist.x86.yaml,2,18,23,"84.4.1",5
nuget/nuget/-/cef.redist.x86.yaml,2,18,23,"81.3.10",5
nuget/nuget/-/cef.redist.x86.yaml,2,18,23,"75.1.14",5
nuget/nuget/-/cef.redist.x86.yaml,2,18,23,"73.1.13",5
nuget/nuget/-/BuildBundlerMinifier.yaml,2,18,23,"3.2.449",6
nuget/nuget/-/BuildBundlerMinifier.yaml,2,18,23,"3.2.447",6
nuget/nuget/-/BuildBundlerMinifier.yaml,2,18,23,"3.2.435",6
nuget/nuget/-/BuildBundlerMinifier.yaml,2,18,23,"2.9.406",6
nuget/nuget/-/BuildBundlerMinifier.yaml,2,18,23,"2.8.391",6
nuget/nuget/-/BuildBundlerMinifier.yaml,2,18,23,"2.6.362",6
nuget/nuget/-/AjaxMin.yaml,2,18,23,"5.6.5100.19204",6
nuget/nuget/-/AjaxMin.yaml,2,18,23,"5.14.5506.26202",6
nuget/nuget/-/AjaxMin.yaml,2,18,23,"5.11.5295.12309",6
nuget/nuget/-/AjaxMin.yaml,2,18,23,"4.97.4951.28483",6
nuget/nuget/-/AjaxMin.yaml,2,18,23,"4.94.4916.15482",6
nuget/nuget/-/AjaxMin.yaml,2,18,23,"4.52.4518.14738",6
nuget/nuget/-/AdaptiveExpressions.yaml,2,18,23,"4.9.4",6
nuget/nuget/-/AdaptiveExpressions.yaml,2,18,23,"4.9.3",6
nuget/nuget/-/AdaptiveExpressions.yaml,2,18,23,"4.9.0",6
nuget/nuget/-/AdaptiveExpressions.yaml,2,18,23,"4.10.3",6
nuget/nuget/-/AdaptiveExpressions.yaml,2,18,23,"4.10.2",6
nuget/nuget/-/AdaptiveExpressions.yaml,2,18,23,"4.10.0",6
nuget/nuget/-/AdaptiveCards.Rendering.Uwp.yaml,2,18,23,"1.2.9",6
nuget/nuget/-/AdaptiveCards.Rendering.Uwp.yaml,2,18,23,"1.2.8",6
nuget/nuget/-/AdaptiveCards.Rendering.Uwp.yaml,2,18,23,"1.2.7",6
nuget/nuget/-/AdaptiveCards.Rendering.Uwp.yaml,2,18,23,"1.2.10",6
nuget/nuget/-/AdaptiveCards.Rendering.Uwp.yaml,2,18,23,"1.0.1",6
nuget/nuget/-/AdaptiveCards.Rendering.Uwp.yaml,2,18,23,"1.0.0",6
npm/npmjs/-/qs.yaml,2,18,23,"2.4.2",6
npm/npmjs/-/qs.yaml,2,18,23,"2.3.3",6
npm/npmjs/-/qs.yaml,2,18,23,"1.2.2",6
npm/npmjs/-/qs.yaml,2,18,23,"0.6.6",6
npm/npmjs/-/qs.yaml,2,18,23,"0.5.6",6
npm/npmjs/-/qs.yaml,2,18,23,"0.4.2",6
npm/npmjs/-/glob.yaml,2,18,23,"4.0.4",4
npm/npmjs/-/glob.yaml,2,18,23,"3.2.3",4
npm/npmjs/-/debug.yaml,2,18,23,"2.0.0",6
npm/npmjs/-/debug.yaml,2,18,23,"1.0.4",6
npm/npmjs/-/debug.yaml,2,18,23,"1.0.3",6
npm/npmjs/-/debug.yaml,2,18,23,"1.0.2",6
npm/npmjs/-/debug.yaml,2,18,23,"0.8.1",6
npm/npmjs/-/debug.yaml,2,18,23,"0.7.4",6
maven/mavencentral/org.jvnet.staxex/stax-ex.yaml,2,17,23,"1.8",3
maven/mavencentral/org.jvnet.staxex/stax-ex.yaml,2,17,23,"1.7.7",3
git/github/git-for-windows/git.yaml,2,17,23,"9c98e1ccdfd839e4eaae1c2747d0088ef89d446b",5
git/github/git-for-windows/git.yaml,2,17,23,"907ab1011dce9112700498e034b974ba60f8b407",5
git/github/git-for-windows/git.yaml,2,17,23,"7c71c859c97853ed057da5cbab12f3c13b5554df",5
git/github/git-for-windows/git.yaml,2,17,23,"77982caf269b7ee713a76da2bcf260c34d3bf7a7",5
nuget/nuget/-/Xamarin.Android.Arch.Core.Common.yaml,2,17,22,"1.1.1.3",4
nuget/nuget/-/Xamarin.Android.Arch.Core.Common.yaml,2,17,22,"1.1.1.1",4
nuget/nuget/-/Xamarin.Android.Arch.Core.Common.yaml,2,17,22,"1.0.0",4
nuget/nuget/-/System.Linq.Dynamic.Core.yaml,2,17,22,"1.0.20",3
nuget/nuget/-/System.Linq.Dynamic.Core.yaml,2,17,22,"1.0.12",3
nuget/nuget/-/MSTest.TestFramework.yaml,2,17,22,"2.1.2",3
nuget/nuget/-/MSTest.TestFramework.yaml,2,17,22,"2.1.0-beta2",3
nuget/nuget/-/Microsoft.Azure.Services.AppAuthentication.yaml,2,17,22,"1.0.3",3
nuget/nuget/-/Microsoft.Azure.Services.AppAuthentication.yaml,2,17,22,"1.0.1",3
npm/npmjs/-/unorm.yaml,2,17,22,"1.6.0",2
nuget/nuget/-/Microsoft.PowerShell.SDK.yaml,2,16,21,"6.2.0-preview.4",3
nuget/nuget/-/Microsoft.PowerShell.SDK.yaml,2,16,21,"6.1.0",3
npm/npmjs/-/yargs.yaml,2,16,21,"3.5.4",5
npm/npmjs/-/yargs.yaml,2,16,21,"2.3.0",5
npm/npmjs/-/yargs.yaml,2,16,21,"1.3.3",5
npm/npmjs/-/yargs.yaml,2,16,21,"1.2.6",5
npm/npmjs/-/weak-map.yaml,2,16,21,"1.0.5",2
sourcearchive/mavencentral/net.java.dev.jna/jna.yaml,2,15,21,"4.1.0",2
nuget/nuget/-/System.Reactive.Interfaces.yaml,2,15,21,"3.0.0",2
npm/npmjs/@progress/kendo-react-popup.yaml,2,15,21,"3.17.0",5
npm/npmjs/@progress/kendo-react-popup.yaml,2,15,21,"3.16.0",5
npm/npmjs/@progress/kendo-react-popup.yaml,2,15,21,"3.15.0",5
npm/npmjs/@progress/kendo-react-popup.yaml,2,15,21,"3.14.0",5
npm/npmjs/@progress/kendo-react-popup.yaml,2,15,21,"3.12.0",5
npm/npmjs/@progress/kendo-react-intl.yaml,2,15,21,"3.17.0",5
npm/npmjs/@progress/kendo-react-intl.yaml,2,15,21,"3.16.0",5
npm/npmjs/@progress/kendo-react-intl.yaml,2,15,21,"3.15.0",5
npm/npmjs/@progress/kendo-react-intl.yaml,2,15,21,"3.14.0",5
npm/npmjs/@progress/kendo-react-intl.yaml,2,15,21,"3.12.0",5
npm/npmjs/@progress/kendo-react-inputs.yaml,2,15,21,"3.17.0",5
npm/npmjs/@progress/kendo-react-inputs.yaml,2,15,21,"3.16.0",5
npm/npmjs/@progress/kendo-react-inputs.yaml,2,15,21,"3.15.0",5
npm/npmjs/@progress/kendo-react-inputs.yaml,2,15,21,"3.14.0",5
npm/npmjs/@progress/kendo-react-inputs.yaml,2,15,21,"3.12.0",5
npm/npmjs/@progress/kendo-react-grid.yaml,2,15,21,"3.17.0",5
npm/npmjs/@progress/kendo-react-grid.yaml,2,15,21,"3.16.0",5
npm/npmjs/@progress/kendo-react-grid.yaml,2,15,21,"3.15.0",5
npm/npmjs/@progress/kendo-react-grid.yaml,2,15,21,"3.14.0",5
npm/npmjs/@progress/kendo-react-grid.yaml,2,15,21,"3.12.0",5
npm/npmjs/@progress/kendo-react-dropdowns.yaml,2,15,21,"3.17.0",5
npm/npmjs/@progress/kendo-react-dropdowns.yaml,2,15,21,"3.16.0",5
npm/npmjs/@progress/kendo-react-dropdowns.yaml,2,15,21,"3.15.0",5
npm/npmjs/@progress/kendo-react-dropdowns.yaml,2,15,21,"3.14.0",5
npm/npmjs/@progress/kendo-react-dropdowns.yaml,2,15,21,"3.12.0",5
npm/npmjs/@progress/kendo-react-dateinputs.yaml,2,15,21,"3.17.0",5
npm/npmjs/@progress/kendo-react-dateinputs.yaml,2,15,21,"3.16.0",5
npm/npmjs/@progress/kendo-react-dateinputs.yaml,2,15,21,"3.15.0",5
npm/npmjs/@progress/kendo-react-dateinputs.yaml,2,15,21,"3.14.0",5
npm/npmjs/@progress/kendo-react-dateinputs.yaml,2,15,21,"3.12.0",5
npm/npmjs/@progress/kendo-react-data-tools.yaml,2,15,21,"3.17.0",5
npm/npmjs/@progress/kendo-react-data-tools.yaml,2,15,21,"3.16.0",5
npm/npmjs/@progress/kendo-react-data-tools.yaml,2,15,21,"3.15.0",5
npm/npmjs/@progress/kendo-react-data-tools.yaml,2,15,21,"3.14.0",5
npm/npmjs/@progress/kendo-react-data-tools.yaml,2,15,21,"3.12.0",5
npm/npmjs/@progress/kendo-react-common.yaml,2,15,21,"3.17.0",5
npm/npmjs/@progress/kendo-react-common.yaml,2,15,21,"3.16.0",5
npm/npmjs/@progress/kendo-react-common.yaml,2,15,21,"3.15.0",5
npm/npmjs/@progress/kendo-react-common.yaml,2,15,21,"3.14.0",5
npm/npmjs/@progress/kendo-react-common.yaml,2,15,21,"3.12.0",5
npm/npmjs/@progress/kendo-react-buttons.yaml,2,15,21,"3.17.0",5
npm/npmjs/@progress/kendo-react-buttons.yaml,2,15,21,"3.16.0",5
npm/npmjs/@progress/kendo-react-buttons.yaml,2,15,21,"3.15.0",5
npm/npmjs/@progress/kendo-react-buttons.yaml,2,15,21,"3.14.0",5
npm/npmjs/@progress/kendo-react-buttons.yaml,2,15,21,"3.12.0",5
npm/npmjs/@progress/kendo-react-animation.yaml,2,15,21,"3.17.0",5
npm/npmjs/@progress/kendo-react-animation.yaml,2,15,21,"3.16.0",5
npm/npmjs/@progress/kendo-react-animation.yaml,2,15,21,"3.15.0",5
npm/npmjs/@progress/kendo-react-animation.yaml,2,15,21,"3.14.0",5
npm/npmjs/@progress/kendo-react-animation.yaml,2,15,21,"3.12.0",5
maven/mavencentral/org.scala-lang/scala-reflect.yaml,2,15,21,"2.11.8",5
maven/mavencentral/org.scala-lang/scala-reflect.yaml,2,15,21,"2.11.7",5
maven/mavencentral/org.scala-lang/scala-reflect.yaml,2,15,21,"2.11.12",5
maven/mavencentral/org.scala-lang/scala-reflect.yaml,2,15,21,"2.11.11",5
maven/mavencentral/org.scala-lang/scala-reflect.yaml,2,15,21,"2.10.4",5
maven/mavencentral/org.scala-lang/scala-library.yaml,2,15,21,"2.12.7",5
maven/mavencentral/org.scala-lang/scala-library.yaml,2,15,21,"2.11.8",5
maven/mavencentral/org.scala-lang/scala-library.yaml,2,15,21,"2.11.12",5
maven/mavencentral/org.scala-lang/scala-library.yaml,2,15,21,"2.11.11",5
maven/mavencentral/org.scala-lang/scala-library.yaml,2,15,21,"2.11.0",5
git/github/stevesanderson/knockout.mapping.yaml,2,15,21,"92f2649c61bdad2da3406811518f80387a1f6b57",3
git/github/python/cpython.yaml,2,15,21,"e5f6aba872e66bfd86eb592214696a519cded197",5
git/github/python/cpython.yaml,2,15,21,"c0a9afe2ac1820409e6173bd1893ebee2cf50270",5
git/github/python/cpython.yaml,2,15,21,"5fd33b5926eb8c9352bf5718369b4a8d72c4bb44",5
git/github/python/cpython.yaml,2,15,21,"439c93d51f45c50541fc755b597725168ecd939a",5
git/github/python/cpython.yaml,2,15,21,"02dff8b01100e7cd6d4c93be27202ccb4ea05811",5
git/github/pybind/pybind11.yaml,2,15,21,"e43e1cc01ae6d4e4e5ba10557a057d7f3d5ece0d",5
git/github/pybind/pybind11.yaml,2,15,21,"a1041190c8b8ff0cd9e2f0752248ad5e3789ea0c",5
git/github/pybind/pybind11.yaml,2,15,21,"80d452484c5409444b0ec19383faa84bb7a4d351",5
git/github/pybind/pybind11.yaml,2,15,21,"09f082940113661256310e3f4811aa7261a9fa05",5
git/github/pybind/pybind11.yaml,2,15,21,"00a0aa992953d6482114a0f539a21bb535a16383",5
git/github/d3/d3.yaml,2,15,21,"696c6d8461847b16335b47db4d68cb3d26447f90",2
pypi/pypi/-/sacremoses.yaml,2,15,20,"0.0.41",4
pypi/pypi/-/sacremoses.yaml,2,15,20,"0.0.38",4
pypi/pypi/-/sacremoses.yaml,2,15,20,"0.0.35",4
nuget/nuget/-/xunit.analyzers.yaml,2,15,20,"0.8.0",4
nuget/nuget/-/xunit.analyzers.yaml,2,15,20,"0.7.0",4
nuget/nuget/-/xunit.analyzers.yaml,2,15,20,"0.6.0",4
nuget/nuget/-/Xamarin.Essentials.yaml,2,15,20,"1.5.3",5
nuget/nuget/-/Xamarin.Essentials.yaml,2,15,20,"1.5.3.2",5
nuget/nuget/-/Xamarin.Essentials.yaml,2,15,20,"1.5.2",5
nuget/nuget/-/Xamarin.Essentials.yaml,2,15,20,"1.3.1",5
nuget/nuget/-/Xamarin.Essentials.yaml,2,15,20,"1.0.1",5
nuget/nuget/-/Validation.yaml,2,15,20,"2.4.22",5
nuget/nuget/-/Validation.yaml,2,15,20,"2.4.18",5
nuget/nuget/-/Validation.yaml,2,15,20,"2.4.15",5
nuget/nuget/-/Validation.yaml,2,15,20,"2.4.13",5
nuget/nuget/-/Validation.yaml,2,15,20,"2.3.7",5
nuget/nuget/-/System.Text.Encoding.CodePages.yaml,2,15,20,"4.6.0-preview8.19405.3",5
nuget/nuget/-/System.Text.Encoding.CodePages.yaml,2,15,20,"4.6.0",5
nuget/nuget/-/System.Text.Encoding.CodePages.yaml,2,15,20,"4.5.1",5
nuget/nuget/-/System.Text.Encoding.CodePages.yaml,2,15,20,"4.5.0",5
nuget/nuget/-/System.Text.Encoding.CodePages.yaml,2,15,20,"4.4.0",5
nuget/nuget/-/System.Spatial.yaml,2,15,20,"5.8.4",5
nuget/nuget/-/System.Spatial.yaml,2,15,20,"5.8.3",5
nuget/nuget/-/System.Spatial.yaml,2,15,20,"5.8.2",5
nuget/nuget/-/System.Spatial.yaml,2,15,20,"5.8.0",5
nuget/nuget/-/System.Spatial.yaml,2,15,20,"5.6.4",5
nuget/nuget/-/System.Security.Cryptography.ProtectedData.yaml,2,15,20,"4.6.0-preview8.19405.3",5
nuget/nuget/-/System.Security.Cryptography.ProtectedData.yaml,2,15,20,"4.6.0",5
nuget/nuget/-/System.Security.Cryptography.ProtectedData.yaml,2,15,20,"4.5.0-preview1-26216-02",5
nuget/nuget/-/System.Security.Cryptography.ProtectedData.yaml,2,15,20,"4.5.0",5
nuget/nuget/-/System.Security.Cryptography.ProtectedData.yaml,2,15,20,"4.4.0",5
nuget/nuget/-/System.Security.AccessControl.yaml,2,15,20,"4.6.0-preview8.19405.3",5
nuget/nuget/-/System.Security.AccessControl.yaml,2,15,20,"4.6.0",5
nuget/nuget/-/System.Security.AccessControl.yaml,2,15,20,"4.5.0-preview1-26216-02",5
nuget/nuget/-/System.Security.AccessControl.yaml,2,15,20,"4.5.0",5
nuget/nuget/-/System.Security.AccessControl.yaml,2,15,20,"4.4.0",5
nuget/nuget/-/System.Diagnostics.DiagnosticSource.yaml,2,15,20,"4.6.0",5
nuget/nuget/-/System.Diagnostics.DiagnosticSource.yaml,2,15,20,"4.5.1",5
nuget/nuget/-/System.Diagnostics.DiagnosticSource.yaml,2,15,20,"4.5.0",5
nuget/nuget/-/System.Diagnostics.DiagnosticSource.yaml,2,15,20,"4.4.1",5
nuget/nuget/-/System.Diagnostics.DiagnosticSource.yaml,2,15,20,"4.4.0",5
nuget/nuget/-/Swashbuckle.AspNetCore.Filters.yaml,2,15,20,"6.0.0",5
nuget/nuget/-/Swashbuckle.AspNetCore.Filters.yaml,2,15,20,"5.1.2",5
nuget/nuget/-/Swashbuckle.AspNetCore.Filters.yaml,2,15,20,"5.1.1",5
nuget/nuget/-/Swashbuckle.AspNetCore.Filters.yaml,2,15,20,"5.0.2",5
nuget/nuget/-/Swashbuckle.AspNetCore.Filters.yaml,2,15,20,"4.5.5",5
nuget/nuget/-/StyleCop.yaml,2,15,20,"6.2.0",5
nuget/nuget/-/StyleCop.yaml,2,15,20,"6.1.0",5
nuget/nuget/-/StyleCop.yaml,2,15,20,"5.0.0",5
nuget/nuget/-/StyleCop.yaml,2,15,20,"4.7.49",5
nuget/nuget/-/StyleCop.yaml,2,15,20,"4.7.44",5
nuget/nuget/-/SQLitePCLRaw.provider.e_sqlite3.netstandard11.yaml,2,15,20,"1.1.8",5
nuget/nuget/-/SQLitePCLRaw.provider.e_sqlite3.netstandard11.yaml,2,15,20,"1.1.7",5
nuget/nuget/-/SQLitePCLRaw.provider.e_sqlite3.netstandard11.yaml,2,15,20,"1.1.5",5
nuget/nuget/-/SQLitePCLRaw.provider.e_sqlite3.netstandard11.yaml,2,15,20,"1.1.12",5
nuget/nuget/-/SQLitePCLRaw.provider.e_sqlite3.netstandard11.yaml,2,15,20,"1.1.11",5
nuget/nuget/-/SQLitePCLRaw.provider.e_sqlite3.net45.yaml,2,15,20,"1.1.8",5
nuget/nuget/-/SQLitePCLRaw.provider.e_sqlite3.net45.yaml,2,15,20,"1.1.7",5
nuget/nuget/-/SQLitePCLRaw.provider.e_sqlite3.net45.yaml,2,15,20,"1.1.2",5
nuget/nuget/-/SQLitePCLRaw.provider.e_sqlite3.net45.yaml,2,15,20,"1.1.12",5
nuget/nuget/-/SQLitePCLRaw.provider.e_sqlite3.net45.yaml,2,15,20,"1.1.11",5
nuget/nuget/-/Sprache.yaml,2,15,20,"2.3.1",5
nuget/nuget/-/Sprache.yaml,2,15,20,"2.3.0",5
nuget/nuget/-/Sprache.yaml,2,15,20,"2.2.0",5
nuget/nuget/-/Sprache.yaml,2,15,20,"2.1.0",5
nuget/nuget/-/Sprache.yaml,2,15,20,"1.10.0.35",5
nuget/nuget/-/SpecFlow.Tools.MsBuild.Generation.yaml,2,15,20,"3.4.8",5
nuget/nuget/-/SpecFlow.Tools.MsBuild.Generation.yaml,2,15,20,"3.4.3",5
nuget/nuget/-/SpecFlow.Tools.MsBuild.Generation.yaml,2,15,20,"3.4.14",5
nuget/nuget/-/SpecFlow.Tools.MsBuild.Generation.yaml,2,15,20,"3.3.74",5
nuget/nuget/-/SpecFlow.Tools.MsBuild.Generation.yaml,2,15,20,"3.0.225",5
nuget/nuget/-/SharpDX.DXGI.yaml,2,15,20,"4.2.0",5
nuget/nuget/-/SharpDX.DXGI.yaml,2,15,20,"4.1.0",5
nuget/nuget/-/SharpDX.DXGI.yaml,2,15,20,"4.0.1",5
nuget/nuget/-/SharpDX.DXGI.yaml,2,15,20,"3.1.1",5
nuget/nuget/-/SharpDX.DXGI.yaml,2,15,20,"3.0.2",5
nuget/nuget/-/SharpDX.Direct3D11.yaml,2,15,20,"4.2.0",5
nuget/nuget/-/SharpDX.Direct3D11.yaml,2,15,20,"4.1.0",5
nuget/nuget/-/SharpDX.Direct3D11.yaml,2,15,20,"4.0.1",5
nuget/nuget/-/SharpDX.Direct3D11.yaml,2,15,20,"3.1.1",5
nuget/nuget/-/SharpDX.Direct3D11.yaml,2,15,20,"3.0.2",5
nuget/nuget/-/SharpDX.Direct2D1.yaml,2,15,20,"4.2.0",5
nuget/nuget/-/SharpDX.Direct2D1.yaml,2,15,20,"4.1.0",5
nuget/nuget/-/SharpDX.Direct2D1.yaml,2,15,20,"4.0.1",5
nuget/nuget/-/SharpDX.Direct2D1.yaml,2,15,20,"3.1.1",5
nuget/nuget/-/SharpDX.Direct2D1.yaml,2,15,20,"3.0.2",5
nuget/nuget/-/Rx-Linq.yaml,2,15,20,"2.2.5",5
nuget/nuget/-/Rx-Linq.yaml,2,15,20,"2.2.4",5
nuget/nuget/-/Rx-Linq.yaml,2,15,20,"2.2.2",5
nuget/nuget/-/Rx-Linq.yaml,2,15,20,"2.2.0",5
nuget/nuget/-/Rx-Linq.yaml,2,15,20,"2.1.30214",5
nuget/nuget/-/Rx-Interfaces.yaml,2,15,20,"2.2.5",5
nuget/nuget/-/Rx-Interfaces.yaml,2,15,20,"2.2.4",5
nuget/nuget/-/Rx-Interfaces.yaml,2,15,20,"2.2.2",5
nuget/nuget/-/Rx-Interfaces.yaml,2,15,20,"2.2.0",5
nuget/nuget/-/Rx-Interfaces.yaml,2,15,20,"2.1.30214",5
nuget/nuget/-/Rx-Core.yaml,2,15,20,"2.2.5",5
nuget/nuget/-/Rx-Core.yaml,2,15,20,"2.2.4",5
nuget/nuget/-/Rx-Core.yaml,2,15,20,"2.2.2",5
nuget/nuget/-/Rx-Core.yaml,2,15,20,"2.2.0",5
nuget/nuget/-/Rx-Core.yaml,2,15,20,"2.1.30214",5
nuget/nuget/-/runtime.win-x64.Microsoft.NETCore.DotNetHostPolicy.yaml,2,15,20,"2.2.5",5
nuget/nuget/-/runtime.win-x64.Microsoft.NETCore.DotNetHostPolicy.yaml,2,15,20,"2.1.7",5
nuget/nuget/-/runtime.win-x64.Microsoft.NETCore.DotNetHostPolicy.yaml,2,15,20,"2.1.21",5
nuget/nuget/-/runtime.win-x64.Microsoft.NETCore.DotNetHostPolicy.yaml,2,15,20,"2.1.19",5
nuget/nuget/-/runtime.win-x64.Microsoft.NETCore.DotNetHostPolicy.yaml,2,15,20,"2.1.0",5
nuget/nuget/-/runtime.win10-x64-aot.Microsoft.NETCore.UniversalWindowsPlatform.yaml,2,15,20,"6.2.8",4
nuget/nuget/-/runtime.win10-x64-aot.Microsoft.NETCore.UniversalWindowsPlatform.yaml,2,15,20,"6.2.3",4
nuget/nuget/-/runtime.win10-x64-aot.Microsoft.NETCore.UniversalWindowsPlatform.yaml,2,15,20,"6.2.10",4
nuget/nuget/-/Prism.Core.yaml,2,15,20,"7.2.0.1422",5
nuget/nuget/-/Prism.Core.yaml,2,15,20,"7.2.0.1367",5
nuget/nuget/-/Prism.Core.yaml,2,15,20,"7.1.0.431",5
nuget/nuget/-/Prism.Core.yaml,2,15,20,"7.0.0.396",5
nuget/nuget/-/Prism.Core.yaml,2,15,20,"6.3.0",5
nuget/nuget/-/Pipelines.Sockets.Unofficial.yaml,2,15,20,"2.0.7",5
nuget/nuget/-/Pipelines.Sockets.Unofficial.yaml,2,15,20,"2.0.22",5
nuget/nuget/-/Pipelines.Sockets.Unofficial.yaml,2,15,20,"2.0.17",5
nuget/nuget/-/Pipelines.Sockets.Unofficial.yaml,2,15,20,"1.0.7",5
nuget/nuget/-/Pipelines.Sockets.Unofficial.yaml,2,15,20,"1.0.0",5
nuget/nuget/-/Parquet.Net.yaml,2,15,20,"3.7.7",5
nuget/nuget/-/Parquet.Net.yaml,2,15,20,"3.3.9",5
nuget/nuget/-/Parquet.Net.yaml,2,15,20,"3.3.10",5
nuget/nuget/-/Parquet.Net.yaml,2,15,20,"3.3.0",5
nuget/nuget/-/Parquet.Net.yaml,2,15,20,"2.1.4",5
nuget/nuget/-/NUnit.Extension.NUnitV2Driver.yaml,2,15,20,"3.7.0",5
nuget/nuget/-/NUnit.Extension.NUnitV2Driver.yaml,2,15,20,"3.6.0",5
nuget/nuget/-/NUnit.Extension.NUnitV2Driver.yaml,2,15,20,"3.5.0",5
nuget/nuget/-/NUnit.Extension.NUnitV2Driver.yaml,2,15,20,"3.4.1",5
nuget/nuget/-/NUnit.Extension.NUnitV2Driver.yaml,2,15,20,"3.2.1",5
nuget/nuget/-/NuGet.Packaging.yaml,2,15,20,"4.9.4",5
nuget/nuget/-/NuGet.Packaging.yaml,2,15,20,"4.2.0",5
nuget/nuget/-/NuGet.Packaging.yaml,2,15,20,"4.0.0",5
nuget/nuget/-/NuGet.Packaging.yaml,2,15,20,"3.5.0-beta-final",5
nuget/nuget/-/NuGet.Packaging.yaml,2,15,20,"3.5.0-beta2-1484",5
nuget/nuget/-/NuGet.Packaging.Core.yaml,2,15,20,"4.9.4",5
nuget/nuget/-/NuGet.Packaging.Core.yaml,2,15,20,"4.2.0",5
nuget/nuget/-/NuGet.Packaging.Core.yaml,2,15,20,"4.0.0",5
nuget/nuget/-/NuGet.Packaging.Core.yaml,2,15,20,"3.5.0-beta-final",5
nuget/nuget/-/NuGet.Packaging.Core.yaml,2,15,20,"3.5.0-beta2-1484",5
nuget/nuget/-/NuGet.Common.yaml,2,15,20,"4.9.4",5
nuget/nuget/-/NuGet.Common.yaml,2,15,20,"4.2.0",5
nuget/nuget/-/NuGet.Common.yaml,2,15,20,"4.0.0",5
nuget/nuget/-/NuGet.Common.yaml,2,15,20,"3.5.0-beta-final",5
nuget/nuget/-/NuGet.Common.yaml,2,15,20,"3.5.0-beta2-1484",5
nuget/nuget/-/NAudio.yaml,2,15,20,"1.9.0",5
nuget/nuget/-/NAudio.yaml,2,15,20,"1.8.5",5
nuget/nuget/-/NAudio.yaml,2,15,20,"1.8.4",5
nuget/nuget/-/NAudio.yaml,2,15,20,"1.7.2",5
nuget/nuget/-/NAudio.yaml,2,15,20,"1.10.0",5
nuget/nuget/-/MSTest.TestAdapter.yaml,2,15,20,"2.1.2",5
nuget/nuget/-/MSTest.TestAdapter.yaml,2,15,20,"2.1.1",5
nuget/nuget/-/MSTest.TestAdapter.yaml,2,15,20,"2.1.0-beta2",5
nuget/nuget/-/MSTest.TestAdapter.yaml,2,15,20,"2.1.0",5
nuget/nuget/-/MSTest.TestAdapter.yaml,2,15,20,"2.0.0",5
nuget/nuget/-/MSBuildTasks.yaml,2,15,20,"1.5.0.214",5
nuget/nuget/-/MSBuildTasks.yaml,2,15,20,"1.5.0.196",5
nuget/nuget/-/MSBuildTasks.yaml,2,15,20,"1.4.0.88",5
nuget/nuget/-/MSBuildTasks.yaml,2,15,20,"1.4.0.78",5
nuget/nuget/-/MSBuildTasks.yaml,2,15,20,"1.4.0.128",5
nuget/nuget/-/Microsoft.Windows.Compatibility.yaml,2,15,20,"3.0.0-preview8.19405.3",5
nuget/nuget/-/Microsoft.Windows.Compatibility.yaml,2,15,20,"3.0.0",5
nuget/nuget/-/Microsoft.Windows.Compatibility.yaml,2,15,20,"2.1.1",5
